AÑO,TRIMESTRE,PROVEEDOR,INGRESOS
2021,4,CORPORACION CIVICA PROGRESAR,104518500
2021,4,TPE COMUNICACIONES COLOMBIA SAS,85770610
2021,4,SOLUCIONES TECNOLOGICAS NUEVO MUNDO S.A.S,61166000
2021,3,CABLE EXITO SAS,1510963534
2021,4,INFRAESTRUCTURA Y SERVICIOS DE COLOMBIA SAS,108250600
2021,4,3NET TELECOMUNICACIONES SAS,240000
2021,4,ASOCIACION COMUNITARIA DE TELEVISION POR CABLE ACOTV SIMIJACA,106089957
2021,4,SERVICONECTION SAS,150121275
2021,4,VIP SERVICIOS INTELIGENTES S.A.S,53207000
2021,4,METRONET COLOMBIA SAS,53037119
2021,4,SERVIYA.NET S.A.S,154513486
2021,4,PSI TELECOMUNICACIONES DE COLO,219883967
2021,4,SERVYCOM COLOMBIA SAS,368123442
2021,4,SERVIRED 3D SAS,148669000
2021,4,FIESTA TELECOMUNICACIONES SAS,1308125593
2021,4,PEDRO ALBERTO DELGADO REYES E.U.,51600000
2021,4,REDES Y SEGURIDAD DE COLOMBIA S.A.S,8500000
2021,4,GAME INC,94056000
2021,4,QME V SOLUCIONES TECNOLOGICAS SAS,1132559
2021,4,K & L COMUNICACIONES HATO S.A.S,94973000
2021,4,DIASCON INGENIERIA S.A.S,645799679
2021,2,IMB INGENIERIA EN REDES SAS,93521263
2023,2,SINERGIA SOLUTIONS S.A.S.,163523546
2021,4,TV INTERR COMUNICACIONES S.A.S.,41964000
2021,4,SRG TELECOMUNICACIONES SAS,64018329
2021,4,NATIONAL INTERDATA S.A.S.,18713794
2021,4,WANBRIDGE SAS,189025214
2021,4,SERVICIOS INTEGRALES DE TELECOMUNICACIONES TURISMO ENERGIA Y CONSTRUCCION SERVIT,78147840
2021,4,BT COLOMBIA LTDA.,506163536
2021,4,TIKNETWORKS SAS,53147285
2021,4,COSMONET COMUNICACIONES COLOMBIA S.A.S.,89389000
2021,4,JHEDA COMUNICACIONES SAS,31490000
2021,4,SISTEMAS Y TELECOMUNICACIONES DEL ORIENTE SAS,382876353
2021,4,FIBERTEC CONEXION S.A.S,80563631
2021,4,COMSSET COMUNICACIONES SAS,419966808
2021,4,TUFIBRA GRUPO EMPRESARIAL S.A.S.,21792000
2021,4,ELEMEING S.A.S,106512937
2021,4,AYSATEC TELECOMUNICACIONES S.A.S.,603917705
2021,4,VIVO TELECOMUNICACIONES S.A.S.,108154813
2021,4,WG COMUNICACIONES SAS,161770380
2021,4,NAVEGAMAS TELECOMUNICACIONES S.A.S.,23852960
2021,4,COMUNICACION CELULAR S A COMCEL S A,451653164847
2021,4,DEAN WISP SAS,7427500
2021,4,TECOLRADIO TECNOLOGIA COLOMBIANA DE RADIO COMUNICACIONES E.U.,63819000
2021,4,SENCINET LATAM COLOMBIA S.A,761460277
2021,4,MAZCSYSTEM COMUNICACIONES SAS,50425000
2021,1,VITEL LTDA.,8370000
2021,4,SISTEMA DE COMUNICACIONES SISTECOM S.A.S.,9399008
2021,4,SEPCOM COMUNICACIONES SAS,297472000
2021,4,NETWORK-TICS SAS,12000000
2021,4,SERVICIOS TECNOLOGICOS ICOMREDES S.A.S,71776852
2021,4,CABLE SAS,330280000
2021,4,TELCOBRAS S.A.S.,302529739
2021,4,COMUNICACIONES SUR COLOMBIANA S.A.S,1304768008
2021,4,GPON TECHNOLOGY S.A.S,14788000
2021,1,SSI SERVICIOS Y SOLUCIONES DE INGENIERIA SAS,20540000
2021,4,SERVICIOS SMAI GROUP S.A.S.,276578680
2021,4,INSITEL S.A.S.,2052199587
2021,4,S3 SIMPLE SMART SPEEDY S.A.S.,871187316
2021,4,CABLE Y TV  YOPAL S.A.S. INTERNET INALAMBRICO,1127473011
2021,4,INVERSIONES Y COMUNICACIONES SATELITALES - INVERSAT S.A.S.,117433900
2021,4,FIBERNET PLUS S.A.S,55771257
2021,4,EDATEL S.A.,28293277781
2021,4,ORIENTE TELECOMUNICACIONES DE COLOMBIA SOCIEDAD POR ACCIONES SIMPLIFICADA,21999781
2021,4,COTV@S TELECOMUNICACIONES S.A.S,10965000
2021,4,ON-LINE INGENIERIA S.A.S,26735000
2021,4,DANHER REDES Y SERVICIOS S.A.S.,107725283
2021,4,TV SUR LTDA,35460022
2021,4,RACOM S.A.S. REDES Y ASESORIAS EN COMUNICACIONES,83167300
2021,2,SSI SERVICIOS Y SOLUCIONES DE INGENIERIA SAS,24022534
2021,4,ALTITUD STUDIOS S A S,128776173
2021,4,INTERYA S.A.S,207415013
2021,4,MAS NET S.A.S,150830000
2021,4,DAC INGENIERIAS Y CONSULTORIAS S.A.S,1772520
2021,4,TELEDATA COLOMBIA S.A.S,15531400
2021,4,UNE EPM TELECOMUNICACIONES S.A.,370354570167
2021,4,GESTIONAR COMUNICACIONES S.A.S.,36299576
2021,4,MEGARED DE COLOMBIA SAS,171437246
2021,4,BOR - CONEXIONES S A S,259591000
2020,3,INFINITELCOM SOLUCIONES S.A.S,43245000
2021,4,LEVEL9 TELECOMUNICACIONES S.A.S,21538000
2021,4,ZumaComunicacionesdeColombiaSA,790300198
2021,4,CONEXION DIGITAL EXPRESS SAS,2059480142
2021,4,REDES TV SAT S.A.S,65772000
2021,4,BITOL S.A.S,505503232
2021,4,PROVINET TELECOMUNICACIONES SAS,75838701
2021,4,FIBRANET SOLUCIONES SAS,11566202
2021,3,CONNECT TELECOMUNICACIONES SAS,179434401
2021,4,DIGITVNET S.A.S,54683220
2021,4,CORPORACION ANTENA PARABOLICA QUINCHIA,24460704
2021,4,HOLA WE DIGITAL S.A.S,149509893
2021,4,CENTURYLINK COLOMBIA S.A.,19536366009
2021,4,CORES COMUNICACIONES SAS,24620000
2021,4,DRG-SOLUCIONES SAS,28468645
2021,4,CABLE NET CUCUTA SAS,99791145
2021,4,CORPORACION ANTENA PARABOLICA GALAXIA EL PE�OL,254886631
2021,4,CISNEROS TELECOMUNICACIONES S.A.S,30588134
2021,4,FIBRANETPLUS S.A.S.,83205000
2021,4,NANO TECNOLOGY S.A.S.,23827400
2021,4,ASOCIACION  DE COPROPIETARIOS  DE LA ANTENA PARABOLICA  DE SAN GIL- ASOPARSA TELESANGIL,111410461
2021,4,IP COMUNICACIONES DEL VALLE ZOMAC S.A.S,30480000
2021,4,TECNOFUTURO 25 S.A.S,4256000
2021,4,COMPUNETWORK RENTING S.A.S,48294387
2021,4,SERVICIOS Y TELECOMUNICACIONES DEL PACIFICO - SERTELPAC S.A.S ZOMAC,3120000
2021,4,COMPUSOLUCIONES Y TELECOMUNICACIONES C&H SAS,6787185
2021,4,C&C WIFI SAS,64014810
2021,4,SANEST SAS,18789908
2021,4,TELNEX S.A.S,10927000
2021,4,INTER REDES DEL MAGDALENA SAS,112718000
2021,2,INTERMAX TELECOMUNICACIONES S.A.S,46764000
2021,4,INTER T.V. S.A.S,397708182
2021,4,NETWORKS INTERCONNECTED BY EXPERTS COMUNICACIONES S.A.S,203705292
2021,4,DOBLECLICK SOFTWARE E INGENIERIA S.A.S.,3830786827
2021,4,SP SISTEMAS PALACIOS LTDA.,2929145000
2021,4,MAX INTER FIBRA S.A.S.,68594392
2021,4,AULAS DIGITALES DE COLOMBIA LTDA,224680760
2021,4,OSZANET TELECOMUNICACIONES SAS,40626800
2021,4,INGETTEL LTDA,806986000
2021,4,INTER-LIND@ SAS,27477000
2021,4,REALTIC SOLUTION S.A.S.,44289000
2021,1,INVERSIONES RODRIGUEZ MEJIA S.A.S,25000000
2021,4,INTERPLUS TELECOMUNICACIONES SAS,249915398
2021,4,SERVICTEK S.A.S,12912800
2021,4,SUNNOVA SAS,100438519
2021,4,SPEED NET INTERNET AL ALCANCE DE TODOS S.A.S,32151000
2021,4,ASOCIACION DE COPROPIETARIOS DE LA ANTENA PARABOLICA DE GACHANCIPA,55896000
2021,4,ZONA WIFI INTERNETJHONF S.A.S,15000000
2021,4,PLANETA PUNTOCOM SAS,17436634
2021,4,PCNET.COM S.A.S,78533508
2021,4,GEDCOM S.A.S,56469775
2021,4,NEXO TELECOMUNICACIONES S.A.S.,4987450
2021,4,INTERURAL SAS,38606130
2021,4,EASY NETWORKS S.A.S,6374700
2021,4,ASOCIACI�N ANTENA PARAB�LICA DEL SOCORRO,216451863
2021,4,ASONET COLOMBIA LTDA,487486000
2021,4,REDESBOL.TV SAS,18695000
2021,4,CONECTAMOS SOLUCIONES S.A.S,370848500
2021,4,INTELCOM CALI SAS,241126000
2021,4,KIRA ISP S.A.S.,133214394
2021,4,INTEGRA MULTISOLUTIONS S.A.S.,4218248454
2021,4,INTERNETRURAL DEL VALLE S.A.S,14053900
2021,4,SUPERACTIVA S.A.S.,311690693
2021,4,CARIBETECH S.A.S.,256414701
2022,4,LINK TELECOMUNICACIONES S.A.S,10725000
2021,4,GC HOGAR.NET S.A.S.,35804000
2021,4,INTERPROJECT COMUNICACIONES S.A.S.,13890607
2021,4,G&C REDES S.A.S,66434815
2021,4,NARENET S.A.S ZOMAC,28365464
2021,4,TV SANV SAS,3105228141
2021,3,INVERSIONES RODRIGUEZ MEJIA S.A.S,58585000
2021,4,TELCOFIBER SAS SOLUCIONES INTEGRALES EN INGENIERIA DE TICS,34069504
2021,4,SOFIVER SAS,76914000
2021,4,INTERVID TELECOMUNICACIONES S.A.S.,6875000
2021,4,YACOM SAS,124793370
2021,4,L3 ACCESS S.A.S.,34120000
2021,4,RASER TELECOMUNICACIONES S.A.S.,31981000
2020,4,VERIZON COLOMBIA S.A. - VERIZON BUSINESS,148287057
2021,4,RED DIGITAL TELECOMUNICACIONES S.A.S.,92844406
2021,4,OPTICLINE PLUS TELECOMUNICACIONES S.A.S.,66759000
2021,4,KABLE NET J & J S.A.S.,33083000
2021,4,UHF COMUNICACIONES SAS,308317797
2021,4,INGENIERIA SOFTWARE & COMPUTADORES S.A.S,30655456
2021,4,CODISERT S.A.,3495000782
2021,4,HIZ TELECOMUNICACIONES S.A.S,728019107
2021,4,PIPE COMUNICACIONES S.A.S,99031330
2021,4,VIVANET SAS,6500741
2021,4,C & B TELECOMUNICACIONES SAS,15354000
2021,4,ASOCIACION DE COPROPIETARIOS DE TELEVISION COMUNITARIA DE LA UNION - VALLE UNITV,108099887
2021,4,CABLE NET UNIVERSAT S.A.S,160105838
2021,4,TECNOSERVICOM S.A.S.,157219858
2021,4,NOVANET DIGITAL S.A.S,18993776
2021,4,CONEXION TOTAL DE OCCIDENTE S.A.S,227218881
2021,4,SM@RT NETWORK S.A.S.,71308250
2021,4,INTRANET COMUNICACIONES Y SERVICIOS SAS,5404300
2021,4,HOSTDIME.COM.CO S.A.S.,13934250
2021,4,SERVICE WELL NET S.A.S,2175000
2021,4,BLUE TRADERS SAS,63856946
2021,4,CSSI TELECOMUNICACIONES SAS,61788137
2020,3,RED PLANET TELECOMUNICACIONES SAS,233670028
2021,4,CIBER-NET-ALIDAD SAS,58499000
2021,4,DESARROLLOS Y REDES S.A.S.,190120958
2021,4,ESCALABLE IT SAS,29880067
2021,4,NOVARED T&S SAS,51788768
2021,4,CONSULNETWORKS S.A. E.S.P.,1447061003
2023,2,INTERCOMUNICACIONES Y ENERGIAS RENOVABLES S.A.S,60065000
2021,4,ARATELECOMUNICACIONES S.A.S,12995000
2021,4,EMPRESA DE TELECOMUNICACIONES DE PALMIRA ETP S.A.S.,120192488
2021,4,NAVEGA COMUNICACIONES SAS,189874000
2021,4,ATENEA TELECOMUNICACIONES S.A.S.,971192700
2021,4,A&S SOLUCIONES S.A.S,28005726
2021,4,EGA COMUNICACIONES S.A.S.,10543930
2021,4,WINS SOLUCIONES SAS,5120000
2021,4,HS NETWORKS SAS,770719429
2021,2,SERVICIOS INTEGRALES DE TELECOMUNICACIONES TURISMO ENERGIA Y CONSTRUCCION SERVIT,69983530
2021,4,OSEGUTV SAS,310561000
2021,4,INTERCOM COLOMBIA LTDA,124228995
2021,4,TELCAD DIGITAL TV COMUNICACIONES SAS,35190000
2021,4,PLUSNET SOLUCIONES TECNOLOGICAS S.A.S.,6811862
2021,4,TECNOLOGIAS MERCATECH S.A.S,149210526
2021,4,ACERDI SOLUCIONES INTELIGENTE S.A.S,138594613
2021,4,GLOBALTRONIK S.A.S,203593963
2021,4,STREAMFAST S.A.S.,7460500
2021,4,SERVINET MED SAS,21854221
2021,4,ANDINA COMUNICACIONES SAS,30605000
2021,4,TEXEL GROUP S.A.S.,13295344
2021,4,DICAR TELECOMUNICACIONES S.A.S.,49883587
2021,4,CAQUEZA TV Y TELECOMUNICACIONES SAS,49834598
2023,2,OPTIMO NET SAS,77719348
2021,4,CONNECT TELECOMUNICACIONES SAS,179386925
2021,4,INTERCOL WISP S.A.S.,292027256
2021,4,DIALNET DE COLOMBIA S.A   ESP.,6000111746
2021,4,SSI SERVICIOS Y SOLUCIONES DE INGENIERIA SAS,25050000
2021,4,INGENIERIA E INFORMATICA EMPRESA ASOCIATIVA DE TRABAJO,19287700
2021,4,LOGISTICA EN TELECOMUNICACIONES S.A.S.,241353500
2021,4,AZTECA COMUNICACIONES COLOMBIA S.A.S,38606455499
2021,4,INTERNET Y TELECOMUNICACIONES DE COLOMBIA S.A.S.,203315568
2021,4,CABLELINEA S.A.S.,383309206
2021,4,INTERLANS S.A.S.,701126993
2021,4,INVERSA S.A.S,325611353
2021,4,Osmio Telecomunicaciones S.A.S,276249789
2021,4,INVERSIONES ZULUAGA SEJIN S.A.S.,524148726
2021,4,GTD COLOMBIA S.A.S.,4216431745
2021,4,TV MOJANA S.A.S,227377821
2021,4,TECNO REDES MULTISERVICIO S.A.S,16905000
2021,4,SERVIRED COMUNICACIONES S.A.S,67689059
2021,4,SERVICIOS PROFESIONALES EN NETWORKING LIMITADA,105910353
2021,4,CABLE Y TELECOMUNICACIONES DE COLOMBIA S.A.S. CABLETELCO,1316350707
2021,4,SKYNET DE COLOMBIA S.A.S. E.S.P,1358759980
2021,4,ANTNET COMUNICACIONES S.A.S.,100535100
2021,4,AFCV COMUNICACIONES SAS,103722000
2021,4,SISTCO SISTEMAS Y COMUNICACIONES SAS,6570000
2021,4,MAXCOMUNICACIONES S.A.S,19327500
2021,4,CABLE CAUCA S.A,1387418970
2021,4,U2RED S.A.S,14196984
2021,4,TELECOMUNICACIONES E INTERNET DE COLOMBIA SAS,52808000
2021,4,SERVISYSTEN SAS,425938732
2021,4,CONEXION WISP S.A.S,28844800
2021,4,SYK SOLUCIONES SAS,152347000
2021,4,ALFASURT TV CABLE SAS.,297792926
2021,4,SERVIREDES CALI SAS,178936000
2021,4,BIOCONSTRUCTORES ASOCIADOS S.A.S,50414000
2021,4,ORION COMUNICACIONES CHOACHI SAS,107175531
2021,4,LA RED.G TELECOMUNICACIONES S.A.S,5905000
2021,4,SARDINATA NETWORKS SAS,31421966
2021,4,EXPRES SISTEMAS COMUNICACIONES SAS,22371196
2021,1,INTERMAX TELECOMUNICACIONES S.A.S,54055000
2021,4,TELECOMUNICACIONES ARGENTINA SAS,29424877
2021,4,INTERMAX INTERNET INALAMBRICO S.A.S,17264033
2021,4,MEDIATEL TELECOMUNICACIONES SAS,79609666
2021,4,ASOCIACION COMUNITARIA ANTENA PARABOLICA SAN RAFAEL,68169570
2021,2,AMERICANA DE TECNOLOGIA Y COMUNICACIONES SAS,761380045
2021,4,MEDIA COMMERCE PARTNERS S.A.,12823740097
2021,4,INTERTV INTERNET Y TELEVISION POR CABLE S.A.S,7300000
2021,4,FC COMUNICACIONES S.A.S,108420034
2021,4,GRAFENO COMUNICACIONES S.A.S.,38975000
2021,4,TERANET DE COLOMBIA S.A.S,39490077
2021,4,TIVIT COLOMBIA DC TERCERIZACION DE PROCESOS SERVICIOS Y TECNOLOGIA S.A.S,37471197
2021,4,NETPLUS TELECOMUNICACIONES SAS,41183000
2021,4,CONECTA COMUNICACIONES SAS,358205771
2021,4,INTERMAX TELECOMUNICACIONES S.A.S,86784000
2021,4,CABLEMAG TELECOMUNICACIONES LTDA,700716447
2021,4,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,310669096
2021,4,ANS COMUNICACIONES LTDA,182299953
2021,4,MEGAHER S.A.S,2846000
2022,1,GLOBALTRONIK S.A.S,71971549
2021,2,TELNET WIRELESS SAS,590075000
2022,1,SOLINGWEB. NET S.A.S.,92145227
2022,1,GUACATEL SAS,21749000
2022,1,MIRAVISION S.A.S,327804500
2022,1,TELCOBRAS S.A.S.,53044109
2022,1,FIBRAWISP S.A.S,48989710
2022,1,SERVICIOS Y TELECOMUNICACIONES DEL PACIFICO - SERTELPAC S.A.S ZOMAC,4580000
2021,1,RM TELECOMUNICACIONES MOMPOS S.A.S,17099580
2022,1,BETEL SOLUCIONES S.A.S.,700836352
2022,1,FLASHNET COMUNICACIONES S.A.S.,13608000
2022,1,MICEL COMUNICACIONES S.A.S,14160000
2022,1,TIENDAS TECNOL�GICAS MEGARED S.A.S ZOMAC,35707753
2022,1,GLOBENET CABOS SUBMARINOS COLOMBIA S.A.S.,2324683708
2022,1,TOTAL CONEXION 10D S.A.S,27870000
2022,1,EDCOM TELECOMUNICACIONES S.A.S.,144624000
2022,1,DIFUDATOS S A S,486663962
2022,1,CAM NETWORK SOLUCIONES S.A.S,135137743
2022,1,CORPORACION ANTENA PARABOLICA GALAXIA EL PE�OL,260643534
2022,1,WINS SOLUCIONES SAS,4060000
2022,1,COMUNICACIONES ESTELARES DE COLOMBIA  S.A.S.,97700000
2022,1,EMPRESA PRESTADORA DE SERVICIOS DE INTERNET Y TELEVISION SUR DE BOLIVAR S.A.S.,134479000
2022,1,EDATEL S.A.,26983330184
2022,1,ASOCIACION COMUNITARIA DE TELECOMUNICACIONES,320853671
2022,1,INVERSIONES BEDOYA RAMIREZ S.A.S.,10811502
2022,1,INGENIERIA E INFORMATICA EMPRESA ASOCIATIVA DE TRABAJO,18749761
2022,1,ITELKOM S.A.S.,1172301261
2023,2,NETTWINS S.A.S.,15991432
2022,1,PLUSNET SOLUCIONES TECNOLOGICAS S.A.S.,4931480
2022,1,BARAK TECNOLOGIA INFORMACION Y COMUNICACIONES SAS,582502000
2022,1,CITYNET ISP SAS,87210000
2022,1,SUSETELCO S.A.S,155468564
2022,1,HOME TV COMUNICACIONES S.A.S.,751100791
2022,1,NANO TECNOLOGY S.A.S.,499735800
2022,1,AVIDTEL E.U.,798318329
2022,1,S3 SIMPLE SMART SPEEDY S.A.S.,832875785
2022,1,L@TINNETWORK SAS,83619166
2022,1,DANHER REDES Y SERVICIOS S.A.S.,115078225
2022,1,CHATNET COMUNICACIONES SAS,2860000
2022,1,NAVEGAMAS TELECOMUNICACIONES S.A.S.,24725383
2022,1,GLOBALWIFI SAS,112731100
2022,1,NOVANET DIGITAL S.A.S,9481758
2022,1,ZumaComunicacionesdeColombiaSA,422420474
2022,1,RED PLANET TELECOMUNICACIONES SAS,397698776
2022,1,COMUNICACIONES SUR COLOMBIANA S.A.S,644889932
2022,1,HIZ TELECOMUNICACIONES S.A.S,463507236
2022,1,WG COMUNICACIONES SAS,175217877
2022,1,INTERYA S.A.S,212915379
2022,1,TEKCOM TECNOLOGIA Y COMUNICACIONES SAS,87639000
2022,1,ANTNET COMUNICACIONES S.A.S.,98852000
2022,1,RACOM S.A.S. REDES Y ASESORIAS EN COMUNICACIONES,80433698
2022,1,INTER T.V. S.A.S,429320978
2022,1,KERUV TELECOMUNICACIONES S.A.S,45331806
2022,1,INTERCOM TELECOMMUNICATIONS SAS,16300000
2022,1,GENIONET TELECOMUNICACIONES SAS,382293000
2022,1,WIDE GROUP S.A.S,4378000
2021,1,NETWORK DAT@LINK S.A.S.,183898000
2022,1,QUALITY NET JM S.A.S. ZOMAC,108925626
2022,1,EYON RV S.A.S,158506661
2022,1,SUPERACTIVA S.A.S.,316462679
2022,1,WISPER COMUNICACIONES S.A.S.,122624461
2022,1,REDES INTELIGENTES GG S A S,289898741
2022,1,SUPERREDES SAS,1465800637
2022,1,NAVEGA COMUNICACIONES SAS,213158412
2022,1,SISTEMAS COMPUTARIZADOS DEL HUILA S.A.S.,114262000
2022,1,ACERDI SOLUCIONES INTELIGENTE S.A.S,146714710
2022,1,COMUNICACIONES REDES Y ENLACES SAS,544651842
2022,1,RURALINK S.A.S,2666009920
2022,1,"WHOME ""WH SAS""",34640000
2022,1,MEDIAWIRE TELECOMUNICACIONES S.A.S,190003319
2022,1,SISTELINTER S.A.S,9538000
2022,1,CODISERT S.A.,25041339
2022,1,CONEX-REDES S.A.S,6980000
2022,1,WALIX S.A.S.,509810000
2022,1,LOGYCABLE S.A.S.,78208630
2022,1,STREAMFAST S.A.S.,6902500
2022,1,AMO COMUNICACIONES S.A.S.,22008000
2022,1,ALTITUD STUDIOS S A S,137728970
2022,1,FIVE BROTHERS S.A.S,3900000
2022,1,ACCESS DIGITAL S.A.S,256588512
2022,1,ASOCIACION COMUNITARIA ANTENA PARABOLICA SAN RAFAEL,71072573
2022,1,MEGANET TV S.A.S,222621311
2022,1,INFINITICS S.A.S.,555000
2022,1,ASOCIACION DE TELEVISION TELEBOYACA,167785950
2022,1,WISPER INTERNET INALAMBRICO S.A.S,26341068
2022,1,CONEXION DIGITAL EXPRESS SAS,2453717588
2022,1,KALU DE COLOMBIA SAS,767735000
2022,1,TEVECOM SAS,212798919
2022,1,PSI TELECOMUNICACIONES DE COLO,217884393
2022,1,SYSNETWORK NETSA SAS,45171007
2022,1,ASOCIACION TELEVISION DE SUPIA CALDAS,157404609
2022,1,DEVELOPMENT OF BIG TECHNOLOGIES - DOBIT S.A.S.,10402000
2022,1,DM SOLUCIONES TELEMATICAS S.A.S,54596766
2022,1,LINKSTAR SAS,7229408
2022,1,MAX INTER FIBRA S.A.S.,82756493
2022,1,SERVICIOS INTEGRALES TELECOMUNICACIONES SAS,195421500
2022,1,HISPASAT S.A. SUCURSAL COLOMBIA,174992791
2022,1,E-GPON TELECOMUNICACIONES S.A.S.,25516000
2022,1,IST INGENIERIA Y SOLUCIONES TECNOLOGICAS S.A.S,138744710
2020,4,SANFER SOLUCIONES S.A.S,46843334
2022,1,COLTEG COMUNICACIONES S.A.S,6200000
2022,1,IO SUPPLY S.A.S.,83662226
2022,1,BITOL S.A.S,517074313
2022,1,RED UNO S.A,4260504
2022,1,SERVICONECTION SAS,95578640
2022,1,TV GAITAN TELECOMUNICACIONES S.A.S,263322484
2022,1,BIOCONEXION DIGITAL SAS,18475337
2022,1,BANSAT S.A.,264719783
2022,1,ASOCIACION COMUNITARIA DE TELEVISION POR CABLE ACOTV SIMIJACA,106502000
2022,1,LEGON TELECOMUNICACIONES S.A.S.,5830164518
2022,1,CABLEMAS S.A.S,1929346230
2021,2,COGENT COLOMBIA S.A.S,341656329
2022,1,INTELRED GROUP SAS,251931233
2022,1,MEGAHER S.A.S,5280000
2022,1,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,312253022
2022,1,@DIGITAL GROUP SAS,919284130
2022,1,SERVIRED SYJ S.A.S,65423874
2022,1,EXODO 20 FIBRA OPTICA S.A.S.,166696787
2022,1,GTD COLOMBIA S.A.S.,4650486994
2022,1,OPTILINK SAS,123296000
2022,1,EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,1403247468
2022,1,C A RADIOCOMUNICACIONES E U,5723500
2022,1,FABRIMETAL ARROYAVE S.A.S.,165239347
2022,1,HOSTDIME.COM.CO S.A.S.,15250064
2022,1,ATENEA TELECOMUNICACIONES S.A.S.,1047930970
2022,1,TECNO MELCON SAS,56352752
2022,1,SINERGY SOLUCIONES INTEGRALES S.A.S,1860617145
2022,1,CELSIA COLOMBIA S.A. E.S.P.,2733162845
2022,1,TIRIAN TELECOMUNICACIONES S.A.S.,1262815358
2022,1,COMPUSEB SOLUTIONS SAS,114121846
2022,1,TV COLOMBIA DIGITAL SAS,1280868846
2021,4,DATA-TELC COMUNICACIONES SAS,44504223
2022,1,CONECTTIC S A S,354700815
2022,1,IMB INGENIERIA EN REDES SAS,96241297
2022,1,EME S.A.,319591063
2022,1,CONECTANDO ANDO SAS,20028000
2021,3,DATA-TELC COMUNICACIONES SAS,29013281
2022,1,VERIZON COLOMBIA S.A. - VERIZON BUSINESS,21250475
2022,1,INTERCONEXIONES & COMUNICACIONES SAS,138970581
2022,1,ZABUD TECHNOLOGIES S.A.S,117050600
2022,1,FIBERTEC CONEXION S.A.S,46469173
2022,1,ORIENTE M�O TELECOMUNICACIONES S.A.S ZOMAC,104984397
2022,1,OCCITEL TELECOMUNICACIONES SAS,46101408
2022,1,INGENIERIA GPON TV S.A.S,68159000
2022,1,MARTZFIBRA S.A.S,15675000
2022,1,SUPERCABLE TELECOMUNICACIONES SAS,363336677
2022,1,INTERURAL SAS,38241738
2022,1,TV ISLA LTDA,1320008723
2021,4,RM TELECOMUNICACIONES MOMPOS S.A.S,32797503
2022,1,ASIS OBRAS Y SERVICIOS S.A.S,6274517
2022,1,SERVISKYNET TELECOMUNICACIONES S.A.S.,14016183
2022,1,TERANET DE COLOMBIA S.A.S,37131579
2022,1,TV SUR LTDA,42857336
2022,1,INGETTEL LTDA,606098000
2022,1,OSPIREDES S.A.S,81894736
2022,1,CSSI TELECOMUNICACIONES SAS,64940000
2022,1,TELCOFIBER SAS SOLUCIONES INTEGRALES EN INGENIERIA DE TICS,27663000
2022,1,SERVICTEK S.A.S,10040000
2022,1,GTEL TELECOMUNICACIONES S.A.S.,145378000
2022,1,WISP INGENIERIA SAS,68077000
2022,1,DESARROLLOS Y REDES S.A.S.,205218701
2022,1,RTC COMUNICACIONES S.A.S,63312454
2022,1,ASOCIACI�N ANTENA PARAB�LICA DEL SOCORRO,209754827
2022,1,P & B COMUNICACIONES S.A.S.,10890000
2022,1,TV CABLE EL CENTRO SAS,290762374
2022,1,G&A GRUPO EMPRESARIAL S.A.S,12922000
2022,1,GRUPO UNO TELECOMUNICACIONES SAS,355025000
2022,1,UFICOL SAS,68414568
2022,1,AFCV COMUNICACIONES SAS,94040000
2022,1,CONECTA2 COLOMBIA S.A.S.,15022920
2021,3,COGENT COLOMBIA S.A.S,363221702
2022,1,JJ NETWORKS S.A.S,30389139
2022,1,COOPERATIVA DE SERVICIOS PUBLICOS SONSON LTDA SERVICOOPS E.S.P.,311923627
2022,1,SERVIRED COMUNICACIONES S.A.S,3913734
2022,1,TECNONET COMUNICACIONES SAS.,2750000
2022,1,ANTELNET COMUNICACIONES S.A.S.,23115200
2022,1,ARNO PRODUCCIONES S.A.S,228237831
2022,1,AJFIBER.NET S.A.S.,99299428
2022,1,FIBERCOM TV S.A.S,181172040
2022,1,CABLE Y TELECOMUNICACIONES DE COLOMBIA S.A.S. CABLETELCO,1297613341
2022,1,SEPCOM COMUNICACIONES SAS,211560159
2022,1,MEDIACAST BROADBAND SAS,1896667
2022,1,TAR & TEC S.A.S.,18281040
2022,1,PCNET.COM S.A.S,227960319
2022,1,QME V SOLUCIONES TECNOLOGICAS SAS,997728
2022,1,TELNET ISP S.A.S.,252063437
2022,1,SENCINET LATAM COLOMBIA S.A,1064439602
2022,1,FAST NET COMUNICACIONES ISP SAS,101054000
2022,1,SPACE COMUNICACIONES S.A.S.,467812071
2022,1,CABLE GUAJIRA LTDA,66742579
2022,1,COMPA�IA ANTIOQUE�A DE TECNOLOGIA Y TELECOMUNICACIONES LTDA,158600000
2022,1,WISP SUCRE S.A.S.,88662000
2022,3,LOGYCABLE S.A.S.,76152883
2022,3,JASTANET SAS,222309200
2022,1,CAFENET COMUNICACIONES S.A. CAFENET S.A.,72892534
2022,1,CORPORACION ANTENA PARABOLICA VECINOS DE LOS BARRIOS FRANCISCO ANTONIO ZEA Y AL,20509203
2022,1,CONEXI�N UNO SAS,18002000
